allsides_media_bias_ratings/publication/source_name,allsides_media_bias_ratings/publication/source_type,allsides_media_bias_ratings/publication/media_bias_rating,allsides_media_bias_ratings/publication/source_url,allsides_media_bias_ratings/publication/allsides_url
San Gabriel Valley Tribune,News Media,Center,https://www.sgvtribune.com/,https://www.allsides.com/news-source/san-gabriel-valley-tribune-media-bias
San Jose Mercury News,News Media,Lean Left,http://www.mercurynews.com/,https://www.allsides.com/news-source/san-jose-mercury-news
Santa Fe New Mexican,News Media,Center,https://www.santafenewmexican.com/,https://www.allsides.com/news-source/santa-fe-new-mexican-media-bias
Science Daily,News Media,Center,https://www.sciencedaily.com/,https://www.allsides.com/news-source/science-daily
Scientific American,News Media,Lean Left,http://www.scientificamerican.com/,https://www.allsides.com/news-source/scientific-american
Scottsbluff Star-Herald,News Media,Center,https://starherald.com/,https://www.allsides.com/news-source/scottsbluff-star-herald-media-bias
SCOTUSblog,News Media,Center,https://www.scotusblog.com/,https://www.allsides.com/news-source/scotusblog-media-bias
Scriberr Media - News,News Media,Center,https://scriberrnews.com/,https://www.allsides.com/news-source/scriberr-media-news-media-bias-0
Scriberr Media - Opinion/Editorial,News Media,Lean Right,https://www.scriberrnews.com/opinion/,https://www.allsides.com/news-source/scriberr-media-opinioneditorial-media-bias
Scripps News,News Media,Center,https://www.scrippsnews.com/,https://www.allsides.com/news-source/scripps-news-media-bias
Search for Common Ground,Think Tank / Policy Group,Center,https://www.sfcg.org/,https://www.allsides.com/news-source/search-common-ground-media-bias
Searchlight New Mexico,News Media,Center,http://searchlightnm.org/,https://www.allsides.com/news-source/searchlight-new-mexico-media-bias
Seattle Gay News,News Media,Lean Left,https://www.sgn.org/,https://www.allsides.com/news-source/seattle-gay-news-media-bias
Seeds of Peace,Think Tank / Policy Group,Center,https://www.seedsofpeace.org/,https://www.allsides.com/news-source/seeds-peace-media-bias
Semafor,News Media,Lean Left,https://www.semafor.com/,https://www.allsides.com/news-source/semafor-media-bias
SF Weekly,News Media,Center,http://www.sfweekly.com/,https://www.allsides.com/news-source/sf-weekly
SFGATE,News Media,Lean Left,http://www.sfgate.com/,https://www.allsides.com/news-source/sf-gate
Sharon Says So ,Podcast,Center,https://www.sharonmcmahon.com/podcast,https://www.allsides.com/news-source/sharon-says-so-media-bias
Shreveport Times,News Media,Center,http://www.shreveporttimes.com/,https://www.allsides.com/news-source/shreveport-times
Silive.com,News Media,Center,https://www.silive.com/,https://www.allsides.com/news-source/silivecom-media-bias
Silver City Daily Press,News Media,Center,https://www.scdailypress.com/,https://www.allsides.com/news-source/silver-city-daily-press-media-bias
Sky-Hi Daily News,News Media,Lean Left,http://www.skyhidailynews.com/,https://www.allsides.com/news-source/sky-hi-daily-news
Slate,News Media,Left,https://slate.com/,https://www.allsides.com/news-source/slate
Smerconish,News Media,Center,http://www.smerconish.com,https://www.allsides.com/news-source/smerconish-media-bias
Smithsonian Magazine,News Media,Center,https://www.smithsonianmag.com/,https://www.allsides.com/news-source/smithsonian-magazine-media-bias
Snopes,Fact Check,Lean Left,http://www.snopes.com,https://www.allsides.com/news-source/snopes
Socialist Alternative,News Media,Left,http://www.socialistalternative.org/,https://www.allsides.com/news-source/socialist-alternative
Socialist Project/The Bullet,News Media,Left,https://socialistproject.ca/bullet/,https://www.allsides.com/news-source/socialist-projectthe-bullet
South Bend Tribune,News Media,Center,https://www.southbendtribune.com/,https://www.allsides.com/news-source/south-bend-tribune-media-bias
South China Morning Post,News Media,Center,https://www.scmp.com/,https://www.allsides.com/news-source/south-china-morning-post-media-bias
South Florida Gay News,News Media,Lean Left,https://southfloridagaynews.com/,https://www.allsides.com/news-source/south-florida-gay-news-media-bias
Southeast Missourian,News Media,Center,https://www.semissourian.com/,https://www.allsides.com/news-source/southeast-missourian-media-bias
Southern Minnesota News,News Media,Center,https://www.southernminnesotanews.com/,https://www.allsides.com/news-source/southern-minnesota-news-media-bias
Southern Poverty Law Center ,Think Tank / Policy Group,Left,https://www.splcenter.org/,https://www.allsides.com/news-source/southern-poverty-law-center-media-bias
Southern Utah News,News Media,Center,https://www.sunews.net/,https://www.allsides.com/news-source/southern-utah-news-media-bias
Sparks Tribune,News Media,Center,https://sparkstrib.com/,https://www.allsides.com/news-source/sparks-tribune-media-bias
Spectrum NY1,News Media,Center,https://www.ny1.com/nyc/all-boroughs,https://www.allsides.com/news-source/spectrum-ny1-media-bias
Spiked,News Media,Lean Right,https://www.spiked-online.com/,https://www.allsides.com/news-source/spiked-media-bias
Splinter,News Media,Left,https://splinternews.com/,https://www.allsides.com/news-source/splinter-media-bias
Spokesman Review,News Media,Lean Left,http://www.spokesman.com/,https://www.allsides.com/news-source/spokesman-review
Spotlight PA,News Media,Center,https://spotlightpa.org,https://www.allsides.com/news-source/spotlight-pa-media-bias
Springfield News-Leader,News Media,Center,https://www.news-leader.com/,https://www.allsides.com/news-source/springfield-news-leader-media-bias
St. Augustine Record,News Media,Center,https://www.staugustine.com/,https://www.allsides.com/news-source/st-augustine-record-media-bias
St. Cloud Times,News Media,Lean Left,https://www.sctimes.com/,https://www.allsides.com/news-source/st-cloud-times-media-bias
St. George News,News Media,Center,https://www.thespectrum.com/,https://www.allsides.com/news-source/st-george-news-media-bias
St. Joseph News-Press,News Media,Center,https://www.newspressnow.com/,https://www.allsides.com/news-source/st-joseph-news-press-media-bias
St. Louis Post-Dispatch,News Media,Center,https://www.stltoday.com/,https://www.allsides.com/news-source/st-louis-post-dispatch-media-bias
Stamford Advocate,News Media,Center,http://www.stamfordadvocate.com/,https://www.allsides.com/news-source/stamford-advocate-media-bias
StandAmerica,Think Tank / Policy Group,Right,https://www.standamerica.us/,https://www.allsides.com/news-source/standamerica-media-bias
Star Tribune,News Media,Lean Left,http://www.startribune.com/,https://www.allsides.com/news-source/star-tribune-media-bias
Stars and Stripes,News Media,Center,https://www.stripes.com/,https://www.allsides.com/news-source/stars-and-stripes-media-bias
STAT,News Media,Center,https://www.statnews.com/,https://www.allsides.com/news-source/stat-media-bias
State Journal,News Media,Lean Left,http://www.state-journal.com/,https://www.allsides.com/news-source/state-journal
Statesman Journal,News Media,Center,https://www.statesmanjournal.com/,https://www.allsides.com/news-source/statesman-journal-media-bias
Stillwater Gazette,News Media,Center,https://www.hometownsource.com/stillwater_gazette/,https://www.allsides.com/news-source/stillwater-gazette-media-bias
Stimson Center,Reference,Center,https://www.stimson.org/,https://www.allsides.com/news-source/stimson-center-media-bias
Storm Lake Times,News Media,Center,https://www.stormlake.com/,https://www.allsides.com/news-source/storm-lake-times-media-bias
StoryCorps,News Media,Mixed,https://storycorps.org/,https://www.allsides.com/news-source/storycorps-media-bias
Students For Life,News Media,Lean Right,https://studentsforlife.org/,https://www.allsides.com/news-source/students-life-media-bias
Subverse,News Media,Center,https://www.minds.com/subverse/,https://www.allsides.com/news-source/subverse-media-bias
Sun Herald ,News Media,Center,https://sunherald.com,https://www.allsides.com/news-source/sun-herald-media-bias
Sun Sentinel,News Media,Center,https://www.sun-sentinel.com/,https://www.allsides.com/news-source/sun-sentinel-media-bias
Sunlight Foundation,Reference,Center,,https://www.allsides.com/news-source/sunlight-foundation
Suspend Belief Podcast,News Media,Mixed,http://suspendbeliefpodcast.com/,https://www.allsides.com/news-source/suspend-belief-podcast
Tablet Mag,News Media,Lean Right,https://www.tabletmag.com/,https://www.allsides.com/news-source/tablet-mag-media-bias
Taipei Times,News Media,Center,http://www.taipeitimes.com/,https://www.allsides.com/news-source/taipei-times-media-bias
Tallahassee Democrat,News Media,Center,http://www.tallahassee.com/,https://www.allsides.com/news-source/tallahassee-democrat
Tampa Bay Times,News Media,Center,https://www.tampabay.com/,https://www.allsides.com/news-source/tampa-bay-times-media-bias
Tangle,News Media,Center,https://www.readtangle.com/,https://www.allsides.com/news-source/tangle-media-bias
Tech Xplore,News Media,Center,http://techxplore.com,https://www.allsides.com/news-source/tech-xplore-media-bias
TechCrunch,News Media,Center,http://techcrunch.com/,https://www.allsides.com/news-source/techcrunch-media-bias
Teen Vogue,News Media,Left,http://www.teenvogue.com/,https://www.allsides.com/news-source/teen-vogue
Telegram & Gazette,News Media,Center,https://www.telegram.com/,https://www.allsides.com/news-source/telegram-gazette-media-bias
Texas Monthly,News Media,Center,https://www.texasmonthly.com/,https://www.allsides.com/news-source/texas-monthly-media-bias
Texas Signal,News Media,Left,https://texassignal.com/,https://www.allsides.com/news-source/texas-signal-media-bias
The Ada News,News Media,Center,https://www.theadanews.com/,https://www.allsides.com/news-source/ada-news-media-bias
The Advocate,News Media,Lean Left,https://www.advocate.com/,https://www.allsides.com/news-source/advocate-media-bias
The Advocate-Messenger,News Media,Lean Left,https://www.amnews.com/,https://www.allsides.com/news-source/advocate-messenger
The American Conservative,News Media,Right,http://www.theamericanconservative.com,https://www.allsides.com/news-source/american-conservative-media-bias
The American Mind,News Media,Lean Right,https://americanmind.org/,https://www.allsides.com/news-source/american-mind-media-bias
The American Spectator,News Media,Right,http://spectator.org/,https://www.allsides.com/news-source/american-spectator
The Anniston Star,News Media,Center,https://www.annistonstar.com/,https://www.allsides.com/news-source/anniston-star-media-bias
The Appeal,News Media,Center,https://theappeal.org/,https://www.allsides.com/news-source/appeal-media-bias
The Ardmoreite,News Media,Center,https://www.ardmoreite.com/,https://www.allsides.com/news-source/ardmoreite-media-bias
The Argument,Podcast,Mixed,https://www.nytimes.com/column/the-argument,https://www.allsides.com/news-source/argument-media-bias
The Atlantic,News Media,Left,http://www.theatlantic.com/,https://www.allsides.com/news-source/atlantic
The Bellows,News Media,Center,https://www.thebellows.org/,https://www.allsides.com/news-source/bellows-media-bias
The Ben Shapiro Show,Podcast,Right,https://www.dailywire.com/show/the-ben-shapiro-show,https://www.allsides.com/news-source/ben-shapiro-show-media-bias
The Berkshire Eagle,News Media,Lean Left,https://www.berkshireeagle.com/,https://www.allsides.com/news-source/berkshire-eagle-media-bias
The Bismarck Tribune,News Media,Center,https://bismarcktribune.com/,https://www.allsides.com/news-source/bismarck-tribune-media-bias
The Black Detour,News Media,Center,http://theblackdetour.com/,https://www.allsides.com/news-source/black-detour-media-bias
The Blade,News Media,Center,https://toledoblade.com,https://www.allsides.com/news-source/blade-media-bias
The Blaze,News Media,Right,http://www.theblaze.com/,https://www.allsides.com/news-source/theblaze-bias
The Borowitz Report,Humor & Satire,Left,https://www.newyorker.com/humor/borowitz-report,https://www.allsides.com/news-source/borowitz-report-media-bias
The Boston Globe,News Media,Left,http://www.bostonglobe.com/,https://www.allsides.com/news-source/boston-globe
The Brazilian Report,News Media,Center,https://brazilian.report/,https://www.allsides.com/news-source/brazilian-report-media-bias
The Buffalo News,News Media,Center,https://buffalonews.com/,https://www.allsides.com/news-source/buffalo-news-media-bias
The Bulwark,News Media,Lean Right,https://www.texasmonthly.com/,https://www.allsides.com/news-source/bulwark-media-bias
The Cadiz Record,News Media,Lean Left,http://www.cadizrecord.com/,https://www.allsides.com/news-source/cadiz-record
The Californian,News Media,Center,http://www.thecalifornian.com/,https://www.allsides.com/news-source/californian-media-bias
The Canyon County Zephyr,News Media,Left,http://www.canyoncountryzephyr.com/,https://www.allsides.com/news-source/canyon-county-zephry
The Catalyst,Think Tank / Policy Group,Lean Right,https://www.bushcenter.org/catalyst/index.html,https://www.allsides.com/news-source/catalyst-bush-institute-media-bias
The Center for American Progress,Think Tank / Policy Group,Lean Left,https://www.americanprogress.org/,https://www.allsides.com/news-source/center-american-progress-media-bias
The Center Square,News Media,Center,https://www.thecentersquare.com/national,https://www.allsides.com/news-source/center-square-media-bias
The Center Square - Michigan,News Media,Center,https://www.thecentersquare.com/michigan/,https://www.allsides.com/news-source/center-square-michigan-media-bias
The Center Square - Minnesota,News Media,Center,https://www.thecentersquare.com/minnesota/,https://www.allsides.com/news-source/center-square-minnesota-media-bias
The Center Square - Texas,News Media,Center,https://www.thecentersquare.com/texas/,https://www.allsides.com/news-source/center-square-texas-media-bias
The Chicago Genius,Humor & Satire,Left,,https://www.allsides.com/news-source/chicago-genius-media-bias
The Christian Century,News Media,Lean Left,https://www.christiancentury.org/,https://www.allsides.com/news-source/christian-century-media-bias
The Christian Left Blog,News Media,Left,http://www.thechristianleftblog.org/,https://www.allsides.com/news-source/christian-left-blog-media-bias
The Christian Post,News Media,Lean Right,https://www.christianpost.com/,https://www.allsides.com/news-source/christian-post-media-bias
The City ,News Media,Lean Left,https://www.thecity.nyc/,https://www.allsides.com/news-source/city-media-bias
The Clarion-Ledger,News Media,Center,https://www.clarionledger.com/,https://www.allsides.com/news-source/clarion-ledger-media-bias
The Colebrook Chronicle,News Media,Center,https://colebrookchronicle.weebly.com/,https://www.allsides.com/news-source/colebrook-chronicle-media-bias
The College Fix,News Media,Right,https://www.thecollegefix.com/,https://www.allsides.com/news-source/college-fix
The Colorado Sun,News Media,Lean Left,https://coloradosun.com/,https://www.allsides.com/news-source/colorado-sun-media-bias
The Columbian,News Media,Center,https://www.columbian.com/,https://www.allsides.com/news-source/columbian-media-bias
The Columbus Dispatch,News Media,Center,https://www.dispatch.com/,https://www.allsides.com/news-source/columbus-dispatch-media-bias
The Commercial Appeal,News Media,Lean Left,http://www.commercialappeal.com/,https://www.allsides.com/news-source/commercial-appeal
The Conscious Conservative,News Media,Right,https://www.feleciakillings.org/conservative-blog,https://www.allsides.com/news-source/conscious-conservative-media-bias
The Conversation,News Media,Lean Left,https://theconversation.com/us,https://www.allsides.com/news-source/conversation-media-bias
The Conversationalist,Dialogue & Debate,Mixed,https://www.theconversationalist.com/,https://www.allsides.com/news-source/conversationalist-media-bias
The Corpus Christi Caller-Times,News Media,Center,https://www.caller.com/,https://www.allsides.com/news-source/corpus-christi-caller-times-media-bias
The Courier-Journal,News Media,Lean Left,http://www.courier-journal.com/,https://www.allsides.com/news-source/courier-journal
The Courier-Tribune,News Media,Center,https://www.courier-tribune.com/,https://www.allsides.com/news-source/courier-tribune-media-bias
The Current,News Media,Center,https://www.thecurrent.org/,https://www.allsides.com/news-source/current-media-bias
The Daily ,Podcast,Lean Left,https://www.nytimes.com/column/the-daily,https://www.allsides.com/news-source/daily-media-bias
The Daily Advance,News Media,Center,https://www.dailyadvance.com/,https://www.allsides.com/news-source/daily-advance
The Daily Break ,Podcast,Center,https://www.newsweek.com/podcasts,https://www.allsides.com/news-source/daily-break-media-bias
The Daily Caller,News Media,Right,http://dailycaller.com/,https://www.allsides.com/news-source/daily-caller
The Daily Dot,News Media,Lean Left,https://www.dailydot.com/,https://www.allsides.com/news-source/daily-dot-media-bias
The Daily Herald,News Media,Center,https://www.dailyherald.com/,https://www.allsides.com/news-source/daily-herald-media-bias
The Daily Iberian,News Media,Center,https://www.thedailyiberian.com/,https://www.allsides.com/news-source/daily-iberian-media-bias
The Daily Iowan,News Media,Center,https://dailyiowan.com/,https://www.allsides.com/news-source/daily-iowan-media-bias
The Daily Nonpareil,News Media,Center,https://nonpareilonline.com/,https://www.allsides.com/news-source/daily-nonpareil-media-bias
The Daily Show,Humor & Satire,Lean Left,http://www.thedailyshow.com/,https://www.allsides.com/news-source/daily-show
The Daily Signal,News Media,Right,https://www.dailysignal.com/,https://www.allsides.com/news-source/daily-signal
The Daily Wire,News Media,Right,http://www.dailywire.com/,https://www.allsides.com/news-source/daily-wire
The Daily Yonder,News Media,Center,https://dailyyonder.com/,https://www.allsides.com/news-source/daily-yonder-media-bias
The Dallas Morning News,News Media,Center,http://www.dallasnews.com/,https://www.allsides.com/news-source/dallas-morning-news
The Debate,Podcast,Mixed,https://www.newsweek.com/the-debate,https://www.allsides.com/news-source/debate-media-bias
The Delaware County Daily Times,News Media,Lean Left,http://www.delcotimes.com/,https://www.allsides.com/news-source/delaware-county-daily-times
The Delaware Wave,News Media,Center,https://www.delmarvanow.com/,https://www.allsides.com/news-source/delaware-wave-media-bias
The Denver North Star,News Media,Center,https://www.denvernorthstar.com/,https://www.allsides.com/news-source/denver-north-star-media-bias
The Denver Post,News Media,Center,http://www.denverpost.com/,https://www.allsides.com/news-source/denver-post
The Dispatch,News Media,Lean Right,https://thedispatch.com/,https://www.allsides.com/news-source/dispatch-media-bias
The Dispatch Fact Check,Fact Check,Center,https://factcheck.thedispatch.com/,https://www.allsides.com/news-source/dispatch-fact-check-media-bias
The Dispatch Podcast,Podcast,Lean Right,https://podcast.thedispatch.com/,https://www.allsides.com/news-source/dispatch-podcast-media-bias
The East Valley Tribune,News Media,Center,https://www.eastvalleytribune.com/,https://www.allsides.com/news-source/east-valley-tribune-media-bias
The Economic Standard,Dialogue & Debate,Center,https://theeconomicstandard.com/,https://www.allsides.com/news-source/economic-standard-media-bias
The Economist,News Media,Lean Left,http://www.economist.com/,https://www.allsides.com/news-source/economist
The Ellsworth American,News Media,Center,https://www.ellsworthamerican.com/,https://www.allsides.com/news-source/ellsworth-american-media-bias
The Epoch Times,News Media,Lean Right,https://www.theepochtimes.com,https://www.allsides.com/news-source/epoch-times-media-bias
The Federalist,News Media,Right,http://thefederalist.com/,https://www.allsides.com/news-source/federalist
The Flip Side,News Media,Mixed,https://www.theflipside.io/,https://www.allsides.com/news-source/flip-side-media-bias
The Florida Capital Star,News Media,Right,https://floridacapitalstar.com/,https://www.allsides.com/news-source/florida-capital-star-media-bias
The Forum of Fargo-Moorhead,News Media,Center,https://www.inforum.com/,https://www.allsides.com/news-source/forum-fargo-moorhead-media-bias
The Free Lance–Star,News Media,Center,https://fredericksburg.com/,https://www.allsides.com/news-source/free-lance-star-media-bias
The Free Press,News Media,Center,https://www.commonsense.news/,https://www.allsides.com/news-source/the-free-press-media-bias
The Fulcrum,News Media,Center,https://thefulcrum.us/,https://www.allsides.com/news-source/fulcrum-media-bias
The Gateway Pundit,News Media,Right,http://www.thegatewaypundit.com/,https://www.allsides.com/news-source/gateway-pundit
The Georgia Star News,News Media,Right,https://georgiastarnews.com/,https://www.allsides.com/news-source/georgia-star-news-media-bias
The Globe and Mail,News Media,Center,https://www.theglobeandmail.com/,https://www.allsides.com/news-source/globe-and-mail-media-bias
The Glorious American,Humor & Satire,Right,https://thegloriousamerican.com/,https://www.allsides.com/news-source/glorious-american-media-bias
The Grio,News Media,Lean Left,https://thegrio.com/,https://www.allsides.com/news-source/grio-media-bias
The Guardian,News Media,Lean Left,https://www.theguardian.com,https://www.allsides.com/news-source/guardian
The Hardwood Institiute,Think Tank / Policy Group,Center,https://theharwoodinstitute.org/,https://www.allsides.com/news-source/hardwood-institiute-media-bias
The Heritage Foundation,Think Tank / Policy Group,Lean Right,http://www.heritage.org/,https://www.allsides.com/news-source/heritage-foundation
The HighWire,News Media,Lean Right,https://thehighwire.com/,https://www.allsides.com/news-source/highwire-media-bias
The Hill,News Media,Center,https://www.thehill.com,https://www.allsides.com/news-source/hill-media-bias
The Hollywood Reporter,News Media,Lean Left,https://www.hollywoodreporter.com/,https://www.allsides.com/news-source/hollywood-reporter-media-bias
The Huntsville Item,News Media,Center,https://www.itemonline.com/,https://www.allsides.com/news-source/huntsville-item-media-bias
The Hutchinson News,News Media,Center,https://www.hutchnews.com/,https://www.allsides.com/news-source/hutchinson-news-media-bias
The Imaginative Conservative,News Media,Right,https://theimaginativeconservative.org/,https://www.allsides.com/news-source/imaginative-conservative-media-bias
The Independent,News Media,Lean Left,http://www.independent.co.uk,https://www.allsides.com/news-source/independent-media-bias
The Intercept,News Media,Left,https://theintercept.com,https://www.allsides.com/news-source/intercept
The Iowa Torch,News Media,Lean Right,https://iowatorch.com/,https://www.allsides.com/news-source/iowa-torch-media-bias
The Irish Times,News Media,Center,https://www.irishtimes.com/,https://www.allsides.com/news-source/irish-times-media-bias
The Japan Times,News Media,Center,https://www.japantimes.co.jp/,https://www.allsides.com/news-source/japan-times-media-bias
The Jerusalem Post,News Media,Center,https://www.jpost.com/,https://www.allsides.com/news-source/jerusalem-post-media-bias
The Journal Gazette,News Media,Center,https://www.journalgazette.net/,https://www.allsides.com/news-source/journal-gazette-media-bias
The Journal Times,News Media,Center,https://journaltimes.com/,https://www.allsides.com/news-source/journal-times-media-bias
The Juggernaut,News Media,Left,https://www.thejuggernaut.com/,https://www.allsides.com/news-source/juggernaut-media-bias
The Justice,News Media,Lean Left,http://www.thejustice.org/,https://www.allsides.com/news-source/justice
The Kansas City Beacon,News Media,Center,https://kcbeacon.org/,https://www.allsides.com/news-source/kansas-city-beacon-media-bias
The Kansas City Star,News Media,Center,https://www.kansascity.com/,https://www.allsides.com/news-source/kansas-city-star-media-bias
The Korea Herald,News Media,Center,http://www.koreaherald.com/index.php,https://www.allsides.com/news-source/korea-herald
The Kyiv Independent,News Media,Center,https://kyivindependent.com/,https://www.allsides.com/news-source/kyiv-independent-media-bias
The Leaf-Chronicle,News Media,Center,https://www.theleafchronicle.com/,https://www.allsides.com/news-source/leaf-chronicle-media-bias
The Libertarian Republic,News Media,Lean Right,http://thelibertarianrepublic.com/,https://www.allsides.com/news-source/libertarian-republic
The Lincoln Project,News Media,Mixed,https://lincolnproject.us/,https://www.allsides.com/news-source/lincoln-project-media-bias
The Lufkin Daily News,News Media,Center,http://www.lufkindailynews.com/,https://www.allsides.com/news-source/lufkin-daily-news-media-bias
The Maine Monitor ,News Media,Lean Left,https://www.themainemonitor.org/,https://www.allsides.com/news-source/maine-monitor-media-bias
The Maine Wire,News Media,Right,https://www.themainewire.com/,https://www.allsides.com/news-source/maine-wire-media-bias
The Maneater,News Media,Lean Left,https://www.themaneater.com/,https://www.allsides.com/news-source/maneater-media-bias
The Manila Times,News Media,Center,https://www.manilatimes.net/,https://www.allsides.com/news-source/manila-times-media-bias
The Markup,News Media,Center,https://themarkup.org/,https://www.allsides.com/news-source/markup-media-bias
The Marshall Project,News Media,Center,https://www.themarshallproject.org/,https://www.allsides.com/news-source/marshall-project-media-bias
The Maui News,News Media,Center,https://www.mauinews.com/,https://www.allsides.com/news-source/maui-news-media-bias
The McLeod County Chronicle,News Media,Center,http://www.glencoenews.com/,https://www.allsides.com/news-source/mcleod-county-chronicle-media-bias
The Michigan Star,News Media,Right,https://themichiganstar.com/,https://www.allsides.com/news-source/michigan-star-media-bias
The Minnesota Daily,News Media,Lean Left,https://mndaily.com/,https://www.allsides.com/news-source/minnesota-daily-media-bias
The Minority Eye,News Media,Left,https://theminorityeye.com/,https://www.allsides.com/news-source/minority-eye-media-bias
The Montana Standard,News Media,Center,https://mtstandard.com/,https://www.allsides.com/news-source/montana-standard-media-bias
The Narratives Project,News Media,Center,https://www.narrativesproject.com/,https://www.allsides.com/news-source/narratives-project-media-bias
The Nation,News Media,Left,http://www.thenation.com,https://www.allsides.com/news-source/nation-media-bias
The National Pulse,News Media,Right,https://thenationalpulse.com/,https://www.allsides.com/news-source/national-pulse-media-bias
The Nevada Independent,News Media,Center,https://thenevadaindependent.com/,https://www.allsides.com/news-source/nevada-independent-media-bias
The New Orleans Advocate,News Media,Center,https://www.theadvocate.com/,https://www.allsides.com/news-source/httpswwwtheadvocatecom-media-bias
The New Yorker,News Media,Left,https://www.newyorker.com/,https://www.allsides.com/news-source/new-yorker
The Newport Daily News,News Media,Center,https://www.newportri.com/,https://www.allsides.com/news-source/newport-daily-news-media-bias
The News & Observer,News Media,Center,https://www.newsobserver.com/,https://www.allsides.com/news-source/news-and-observer
The News Journal,News Media,Center,https://www.delawareonline.com/,https://www.allsides.com/news-source/news-journal-media-bias
The News Tribune,News Media,Center,https://www.thenewstribune.com/,https://www.allsides.com/news-source/news-tribune-media-bias
The Nome Nugget,News Media,Center,http://www.nomenugget.com/,https://www.allsides.com/news-source/nome-nugget-media-bias
The Observer (New York),News Media,Center,http://observer.com/,https://www.allsides.com/news-source/observer
The Oklahoman,News Media,Center,https://www.oklahoman.com/,https://www.allsides.com/news-source/oklahoman-media-bias
The Olympian,News Media,Center,https://www.theolympian.com/,https://www.allsides.com/news-source/olympian-media-bias
The Onion (Humor),News Media,Lean Left,https://www.theonion.com/,https://www.allsides.com/news-source/onion-media-bias
The Oracle,News Media,Center,http://www.usforacle.com/,https://www.allsides.com/news-source/oracle
The Oregonian,News Media,Center,https://www.oregonlive.com/,https://www.allsides.com/news-source/oregonian-media-bias
The Palm Beach Post,News Media,Center,https://www.palmbeachpost.com/,https://www.allsides.com/news-source/palm-beach-post-media-bias
The Pantagraph,News Media,Center,https://pantagraph.com/,https://www.allsides.com/news-source/pantagraph-media-bias
The Patriot Ledger,News Media,Center,https://www.patriotledger.com/,https://www.allsides.com/news-source/patriot-ledger-media-bias
The Patriot Post,News Media,Right,http://patriotpost.us/,https://www.allsides.com/news-source/patriot-post-media-bias
The Patriot-News,News Media,Center,https://www.pennlive.com/,https://www.allsides.com/news-source/patriot-news-media-bias
The Penobscot Times,News Media,Center,https://thepenobscottimes.com/,https://www.allsides.com/news-source/penobscot-times-media-bias
The Perspective,Dialogue & Debate,Mixed,,https://www.allsides.com/news-source/perspective-media-bias
The Philadelphia Inquirer,News Media,Lean Left,http://www.philly.com/,https://www.allsides.com/news-source/phillycom
The Philly Tribune,News Media,Left,https://www.phillytrib.com/,https://www.allsides.com/news-source/philly-tribune-media-bias
The Plain Dealer,News Media,Center,https://www.plaindealer.com/,https://www.allsides.com/news-source/plain-dealer-media-bias
The Police Tribune,News Media,Lean Right,https://bluelivesmatter.blue/,https://www.allsides.com/news-source/the-police-tribune-media-bias
The Portsmouth Herald,News Media,Center,https://www.seacoastonline.com/portsmouth-herald/,https://www.allsides.com/news-source/portsmouth-herald-media-bias
The Post and Courier ,News Media,Lean Right,https://postandcourier.com,https://www.allsides.com/news-source/post-and-courier-media-bias
The Post Millennial,News Media,Lean Right,https://www.thepostmillennial.com/,https://www.allsides.com/news-source/post-millennial-media-bias
The Post-Star,News Media,Center,https://poststar.com/,https://www.allsides.com/news-source/post-star-media-bias
The Presbyterian Outlook,News Media,Lean Left,https://pres-outlook.org/,https://www.allsides.com/news-source/presbyterian-outlook-media-bias
The Prescott Times,News Media,Center,https://theprescotttimes.com/,https://www.allsides.com/news-source/prescott-times-media-bias
The Press of Atlantic City,News Media,Center,https://pressofatlanticcity.com/,https://www.allsides.com/news-source/press-atlantic-city-media-bias
The Press-Enterprise,News Media,Lean Right,https://www.pe.com/,https://www.allsides.com/news-source/press-enterprise-media-bias
The Problem Solvers Caucus,Think Tank / Policy Group,Center,https://problemsolverscaucus.house.gov/,https://www.allsides.com/news-source/problem-solvers-caucus-media-bias
The Providence Journal,News Media,Center,https://www.providencejournal.com/,https://www.allsides.com/news-source/providence-journal-media-bias
The Red and Black,News Media,Center,http://www.redandblack.com/,https://www.allsides.com/news-source/red-and-black
The Register-Guard,News Media,Center,https://www.registerguard.com/,https://www.allsides.com/news-source/register-guard-media-bias
The Reliable Bias,News Media,Center,http://reliablebias.com/home/,https://www.allsides.com/news-source/reliable-bias
The Reno Gazette-Journal,News Media,Lean Left,https://www.rgj.com/,https://www.allsides.com/news-source/reno-gazette-journal-media-bias
The Reporters Committee for Freedom of the Press,Think Tank / Policy Group,Center,,https://www.allsides.com/news-source/reporters-committee-freedom-press-media-bias
The Republican,News Media,Center,https://www.therepublicannews.com/,https://www.allsides.com/news-source/republican
The Republican Journal,News Media,Lean Right,https://waldo.villagesoup.com/,https://www.allsides.com/news-source/republican-journal-media-bias
The Resurgent,News Media,Right,https://theresurgent.com/,https://www.allsides.com/news-source/resurgent-media-bias
The Richfield Reaper,News Media,Center,https://richfieldreaper.com/,https://www.allsides.com/news-source/richfield-reaper-media-bias
The Ripon Advance,News Media,Lean Right,https://riponadvance.com/,https://www.allsides.com/news-source/ripon-advance-media-bias
The Roanoke Times,News Media,Center,https://roanoke.com/,https://www.allsides.com/news-source/roanoke-times-media-bias
The Root,News Media,Lean Left,https://www.theroot.com/,https://www.allsides.com/news-source/root
The Sacramento Bee,News Media,Lean Left,http://www.sacbee.com/,https://www.allsides.com/news-source/sacramento-bee
